StationID,StationName,DisplayName,Latitude,Longitude,Elevation,City,ZipCode,TzTimeZone,StateCode,StateDesc,CountryCode,CountryDesc,CountyName
13497,PAHL,PAHL,65.7,-156.35,,,99746,America/Anchorage,,,,,
14111,KECU,KECU,29.95,-100.17,,,78880,America/Chicago,,,,,
15042,PALP,Alpine Airstrip,70.3442,-150.9447,18,Deadhorse,99704,US/Alaska,AK,Alaska,,,
21671,K4O4,NW of Idabel Airport,33.92,-94.87,472,Idabel,74728,US/Central,OK,Oklahoma,US,United States of America,
22269,PAHC,Holy Cross Airport,62.1883,-159.7749,70,Holy Cross,99665,US/Alaska,AK,Alaska,,,
22270,PAOO,Toksook Bay Airport,60.5413,-165.0872,59,Toksook Bay,99690,US/Alaska,AK,Alaska,,,
22271,PAIG,Igiugig Airport,59.324,-155.9017,90,Igiugig,99625,US/Alaska,AK,Alaska,,,
22272,PAMB,Manokotak Airport,58.98,-159.05,0,Manokotak,99628,US/Alaska,AK,Alaska,,,
22273,PACM,PACM,61.85,-165.57,,,99604,America/Anchorage,,,,,
22274,PALG,Kalstag Airport,61.5362,-160.3413,55,Kalstag,99607,US/Alaska,AK,Alaska,,,
22275,PAMO,Mountain Village Airport,62.0953,163.682,335,Mountain Village,,US/Alaska,AK,Alaska,,,
22276,PARS,Russian Mission Airport,61.7748,161.3193,51,Russian Mission,,US/Alaska,AK,Alaska,,,
23971,KHAI,KHAI,41.96,-85.59,,,49093,America/New_York,,,,,
23770,PATQ,PATQ,70.4672,-157.4357,96,Atqasuk,99791,US/Alaska,AK,Alaska,,,
27687,YSRI,RAAF Base Richmond - NW of Schofields ,-33.6006,150.7808,69,Hocksbury,,Australia/Canberra,,,AU,Australia,
64980,SDAY,Fazenda Altair Airport,-20.58,-49.0797,2034,Altair  ,,US/Eastern,,,BR,Brazil,
65136,SAUY,Tardamu Airport,-10.4278,121.8978,46,,,Asia/Krasnoyarsk,,,ID,Indonesia,
65147,VISR,Srinagar Airport,34.0103,74.7681,5485,,,Asia/Kolkata,,,IN,India,
65160,T019,Brewerton Creek,41,174,908,Tasman,,Pacific/Fiji,,,NZ,New Zealand,
65163,VIKO,Kota Airport,29.1653,75.8453,896,Kota - Rajastan,,Asia/Kolkata,,,IN,India,
65174,VIJO,Jodhpur Airport,26.2511,73.0489,919,Jodhpur,,Asia/Kolkata,,,IN,India,
65185,VEBN,Lal Bahadur Shastri Airport,,82.8644,866,Lal Bahadur,,Asia/Kolkata,,,IN,India,
65187,VAAU,Aurangabad Airport,19.8628,,1911,Aurangabad,,Asia/Kolkata,,,IN,India,
65188,VIDD,Safdarjung Airport,28.5844,77.2058,705,Safdarjung ,,Asia/Kolkata,,,IN,India,
65190,VABV,Chhatrapati Shivaji International Airport,19.0886,,37,,,Asia/Kolkata,,,IN,India,
65191,VAPR,Porbandar Airport,21.6486,69.6572,17,,,Asia/Kolkata,,,IN,India,
65192,VOMY,Mysore Airport,12.23,76.6558,2347,Mysore,,Asia/Kolkata,,,IN,India,
65199,VIAG,Agra Airport,27.1575,77.9608,551,,,Asia/Kolkata,,,IN,India,
65219,VARP,VARP,21.1811,81.7385,1041,"Mana, Raipur",,Asia/Kolkata,,,IN,India,
65019,EDEN,El Edén International Airport,4.4525,-75.7664,,La Tabaida,,America/Santiago,,,CO,Colombia,
65029,VCRA,Puerto Cabezas Airport,14.0472,,69,Puerto Cabezas,,Mexico/General,,,NI,Nicaragua,
65228,SPJC,Lima Jorge Chavez International Airport,,,113,Lima,,America/Belize,,,PE,Peru,
65230,VAJJ,Juhu Aerodrome,19.0981,72.8339,13,Juhu,,Asia/Kolkata,,,IN,India,
60915,ZWYN,Yining Airport - NE of Yining,43.9558,81.3302,2185,Yining,,Asia/Hong_Kong,,,CN,China,
60605,SGEN,Encarnacion Airport - NW of Encarnacion,-27.2999,-55.91,278,Encarnacion,,America/Santiago,,,PY,Paraguay,
60712,K110,Cabo Frio Airport - SW of Cabo Frio,-22.9217,-42.0742,23,Cabo Frio,,Brazil/East,,,BR,Brazil,
60791,NFNS,Savusavu Airport,-16.8027,179.3405,43,Savasavu,,Pacific/Fiji,,,FJ,Fiji Islands,
60795,MGGT,La Aurora International Airport,14.5816,-90.5266,4951,Guatamala City,,America/Belize,,,GT,Guatemala,
60799,NTAT,Fa'a'a International Airport - SW of Papeete,-17.5566,-149.6113,5,Papeete,,US/Aleutian,,,FJ,Fiji Islands,
60837,SURV,Rivera International Airport - SE of Rivera,-30.9744,-55.4761,712,Rivera,,America/La_Paz,,,UY,Uruguay,
59501,SBCD,Carlos Alberto da Costa Neves Airport,-26.7897,-50.9394,3376,Caçador,,Brazil/East,,,BR,Brazil,
59508,ZGZJ,NW of Zhanjiang,21.2175,110.3577,125,Khanjiang,,Asia/Hong_Kong,,,CN,China,
59509,ZLIC,Yinchuan/Hedong Airport,38.3216,106.3925,3714,Yinchuan/Hedong,,Asia/Hong_Kong,,,CN,China,
59566,ETGI,Idar-Oberstein Airport - NE of Odenbach,49.7114,7.731,1237,Odenbch,,Europe/Copenhagen,,,DE,Germany,
59569,KOSL,Oslo Airport - NE of Oslo,60.2027,11.0838,681,Gardermoen,,Europe/Sarajevo,,,NO,Norway,
59624,ARND,Rand Airport,-26.2425,28.1511,5482,Germinston,,Europe/Bucharest,,,ZA,South Africa,
59638,ZKPY,Sunan (CAPITAL) Airport,39.2,125.6669,0,Pyongyang,,Asia/Seoul,,,KP,North Korea,
59845,VEBD,Bagdogra Airport,26.6811,88.3286,412,,,Asia/Kolkata,,,IN,India,
60105,PFCL,Clarks Point Airport,58.8336,-158.5293,65,Clarks Point,99569,US/Alaska,AK,Alaska,US,United States of America,
60309,RCKU,Chiayi Airport - SW of Chiayu,23.4617,120.3929,82,Chiayi,,Asia/Hong_Kong,,,TW,Taiwan,
60310,RCMQ,Taichung Airport,24.2646,120.6205,663,Taichung,,Asia/Hong_Kong,,,TW,Taiwan,
60311,RCNN,Tainan Airport - NE of Pei-kang,23.5833,120.3333,64,Pei-kang,,Asia/Hong_Kong,,,TW,Taiwan,
60312,RCQC,Magong Airport - NE of Makung,23.5686,119.6283,103,Makung,,Asia/Hong_Kong,,,TW,Taiwan,
60313,RCYU,Hualien Airport,24.023,21.6177,52,Hua-lien,,Asia/Hong_Kong,,,TW,Taiwan,
27688,YWLM,NE of Newcastle - Newcastle Airport (Williamtown),-32.795,151.8344,31, Newcastle,,Australia/Canberra,,,AU,Australia,
27689,YMLT,Launceston Airport - SE of Launceston Tasmania,-41.5453,147.2142,561,Launceston,,Australia/Canberra,,,AU,Australia,
27690,YMHB,NE of Hobart - Tasmania,-42.8339,147.5033,89,Hobart,,Australia/Canberra,,,AU,Australia,
27691,YPGV,Gove Airport - Yirrkala NT - SW of Yirrkala,-12.2733,136.8233,194,Yirrkala,,Australia/Darwin,,,AU,Australia,
27692,YAMB,Ipswitch/Amberley Ab Airport - SW of Ipswich,-27.6297,152.7111,91,Ipswich,,Australia/Brisbane,,,AU,Australia,
27693,YBMA,Mount Isa Airport,-20.6778,139.4875,1119,Mount Isa,,Australia/Brisbane,,,AU,Australia,
27571,YPPH,Perth Airport - NE of Perth,-31.9275,115.9761,66,Perth,,Australia/West,,,AU,Australia,
27668,YSSY,Sydney Airport - SE of Sydney,-33.9465,151.1731,20,Sydney,,Australia/Canberra,,,AU,Australia,
27669,YMML,Melbourne Tullamarine Airport -  NW of Tullamarine,-37.6655,144.8321,390,Tullamarine,,Australia/Canberra,,,AU,Australia,
27670,YBBN,Brisbane International Airport - NE of Brisbane,-27.3917,153.1292,16,Brisbane,,Australia/Brisbane,,,AU,Australia,
27671,YPAD,Adelaide Airport - SW of Adelaide,-34.9524,138.5204,20,Adelaide,,Australia/Adelaide,,,AU,Australia,
27672,YPDN,Darwin International Airport - NE of Darwin,-12.424,130.8925,98,Darwin,,Australia/Darwin,,,AU,Australia,
27673,YBCS,Cairns Airport - NW of Cairns,-16.8736,145.7458,10,Cairns,,Australia/Brisbane,,,AU,Australia,
27674,YBAS,Alice Springs Airport- SE of Alice Springs,-23.7951,133.889,1795,Alice Springs,,Australia/Darwin,,,AU,Australia,
27675,YPLM,Learmouth Airport - SE of Exmouth,-22.2406,114.0967,16,Exmouth,,Australia/West,,,AU,Australia,
27676,YBTL,Townsville International Airport - NW of Townsville,-19.2483,146.7661,20,Townsville,,Australia/Brisbane,,,AU,Australia,
27677,YPTN,RAAF Base Tindal / Katherine Tindal - SE of Katherine,-14.5229,132.3826,443,Katherine,,Australia/Darwin,,,AU,Australia,
27678,YPKU,Kununurra Airport - SW of Kununurra,-15.7814,128.71,144,Kununurra,,Australia/West,,,AU,Australia,
27679,YSCB,Canberra International Airport - NE of Canberra,-35.3088,149.2003,1896,Canbarra,,Australia/Canberra,,,AU,Australia,
27680,YBCG,Gold Coast Airport,-28.1681,153.5053,20,Coolangatta,,Australia/Canberra,,,AU,Australia,
27681,YMAV,Avalon Airport - NE of Lara,-38.0286,144.4783,26,Avalon,,Australia/Canberra,,,AU,Australia,
27682,YBRK,Rockhampton Airport - NW of Rockhampton,-23.3753,150.4775,49,Rockhampton,,Australia/Brisbane,,,AU,Australia,
27683,YPKG,Kalgoorlie-Boulder Airport - SE of Kalgoorlie,-30.7847,121.4533,1204,Kalgoorlie,,Australia/West,,,AU,Australia,
27684,YPPD,Port Hedland International Airport - SE of Port Hedland,-20.3725,118.6317,20,Port Hedland,,Australia/West,,,AU,Australia,
27685,YBRM,Broome International Airport - NE of Broome,-17.9475,122.2353,30,Broome,,Australia/West,,,AU,Australia,
27686,YSNF,Norfolk Island Airport,-29.0389,167.9408,384,Kingston,,Pacific/Norfolk,,,AU,Australia,
27864,NZWN,Wellington Airport,-41.3272,174.8053,39,Wellington,,NZ,,,NZ,New Zealand,
27877,YPEA,Pearce (Military) - NE of Wanneroo,-31.6669,116.0189,148,Pearce,,Australia/West,,,AU,Australia,
27879,YTNK,Tennant Creek Airport,-19.6344,134.1833,1236,Tennant Creek,,Australia/Darwin,,,AU,Australia,
27896,NZAA,Aukland International Airport,-37.0081,174.7917,23,Aukland,,NZ,,,NZ,New Zealand,
27935,YWHA,Whyalla Airport,-33.0539,137.5206,41,Whyalla,,Australia/Adelaide,,,AU,Australia,
27969,YSWG,Wagga Wagga Airport - SE of Wagga Wagga,-35.1583,147.4572,699,Wagga Wagga,,Australia/Canberra,,,AU,Australia,
28021,NZPG,Pegasus Field Weather,-77.95,166.52,16,Pegasus Field,,NZ,,,NZ,New Zealand,
28027,NZWD,Williams Field,-77.88,166.65,39,Antarctica,,NZ,,,NZ,New Zealand,
28119,YTRE,Taree Airport - NE of Taree,-31.8886,152.5139,39,Taree,,Australia/Canberra,,,AU,Australia,
28123,YPCC,Cocos (Keeling) Islands Airport,-12.1892,96.8344,10,West Island,,Asia/Rangoon,,,AU,Australia,
28125,YSTW,Tamworth Regional Airport - NW of Tamworth,-31.0839,150.8467,1345,Tamworth,,Australia/Canberra,,,AU,Australia,
27785,NZSP,South Pole Station,-90,0,9285,Amunden,,NZ,,,NZ,New Zealand,
27804,YSDU,Dubbo City Regional Airport - NW of Dubbo,-32.2167,148.5747,902,Dubbo,,Australia/Canberra,,,AU,Australia,
28195,YPXM,Christmas Island Airport,-10.4506,105.6903,860,Christmas Island,,Asia/Bangkok,,,AU,Australia,
28227,YFRT,Forrest Airport,-30.8452,128.109,525,Forest,,Australia/West,,,AU,Australia,
28379,YTEF,Telfer Airport - SE of Telfer,-21.715,122.2286,974,Telfer,,Australia/West,,,AU,Australia,
28386,YBHM,Great Barrier Reef Airport,-20.3581,148.9517,16,Hamilton Island,,Australia/Brisbane,,,AU,Australia,
28402,YCIN,RAAF Base Curtin - SE of Durby,-17.5814,123.8283,300,Derby,,Australia/West,,,AU,Australia,
28892,NZWP,Whenuapai Air Force Base,-36.78,174.63,98,Whenuapai,,NZ,,,NZ,New Zealand,
28939,NZOH,Ohakea Air Force Base,-40.2,175.37,164,Ohakea,,NZ,,,NZ,New Zealand,
22037,CXVN,Vineland Ontario (AU8),43.18,-79.4,259,Vineland ,14144,US/Eastern,,,CA,Canada,
22099,CWIP,Pointe Noire CS,50.1666,-66.4333,82,"POINTE NOIRE /QUE.,",4785,US/Eastern,,,CA,Canada,
25095,NZCH,Christchurch International Airport,-43.4833,172.55,125,Christchurch,,NZ,,,NZ,New Zealand,
30815,NZIR,McMurdo Station Ice Runway,-77.87,166.53,7,Ice Runway,,NZ,,,NZ,New Zealand,
30818,YPWR,Woomera Ab Airport - NW of Woomera,-31.1558,136.8054,548,Woomera,,Australia/Adelaide,,,AU,Australia,
33573,NZCM,Williams Field,-77.87,166.97,26,Williams,,NZ,,,NZ,New Zealand,
42226,YGEL,Geraldton Airport - SE of Geraldton,-28.8044,114.6989,121,Geraldon,,Australia/West,,,AU,Australia,
42227,YHID,Horn Island Airport,-10.5844,142.29,43,Horn Island,,Australia/Brisbane,,,AU,Australia,
42228,YPJT,Perth Jandakot Airport - SE of Perth,-32.1011,115.8794,99,Perth,,Australia/West,,,AU,Australia,
43012,YCFS,Compressor Station 4 - SE of Coffs Harbour,-30.3108,153.1186,537,Coffs Harbour,,Australia/Canberra,,,AU,Australia,
45640,D6266,SE of Arezzo,43.43,11.89,919,Arezzo,,Europe/Belgrade,,,IT,Italy,
50177,K6B0,Middlebury State Airport - NE of East Middlebury,43.9854,-73.0954,0,East Middlebury,5753,US/Eastern,VT,Vermont,US,United States of America,
53452,LIQJ,Civitavecchia Airport,42.0328,11.8331,13,Santa Marinella,,Europe/Copenhagen,,,IT,Italy,
53498,MGCP,Champerico,14.307,-91.899,36,Champerico,,America/Belize,,,GT,Guatemala,
53517,CDTE,Guillermo D Castillo Airport,6.5055,76.338,868,Tarapoto,,America/Lima,,,PE,Peru,
53726,SPPY,Chachapoyas Airport,-6.2018,-77.856,6496,Chachapoyas,,America/Lima,,,PE,Peru,
54385,MM20,Cordoba Airport - SW of Cordoba,18.8741,-96.9581,3000,Cordoba,,US/Pacific,,,MX,Mexico,
54612,SFAL,Port Stanley Airport,51.6856,-57.7776,75,Stanley,,Brazil/East,,,FK,Falkland Islands,
54660,FZFG,Bokata Airport,4.117,19.4169,1647,Bokata,,Africa/Johannesburg,,,CD,Democratic Republic of the Congo (formerly Zaire),
54803,N033,Larnaca International Airport - SW of Larnca,34.8788,33.6302,0,Larnaca,,Egypt,,,CY,Cyprus,
54806,MM32,Puerto Libertad North Airport - NW of La Libertad,29.9214,112.6606,148,Pueto Libertad North,,US/Mountain,,,MX,Mexico,
54807,MM26,San Ignacio 1 Airport - NW of San Ignacio,27.2966,-112.9383,400,San Ignacio,,US/Pacific,,,MX,Mexico,
55216,SBUY,Porto Ucucu,-4.884,-113.6,0,Porto Ucucu,,Brazil/East,,,BR,Brazil,
55217,SBTC,NE of Canandatuba,-15.3552,-38.999,20,Camandatuba,,Brazil/East,,,BR,Brazil,
55219,SBAX,Araxa Airport - NW of Araxa,-19.5632,-46.9604,3274,Araxa,,Brazil/East,,,BR,Brazil,
55221,SBSR,São José do Rio Preto Airport,-20.8166,-49.4065,1781, São José do Rio Preto ,,Brazil/East,,,BR,Brazil,
55222,SBJU,Orlando Bezerra de Menezes Airport,-7.219,-39.2701,1342,Juareziro De Norte,,Brazil/East,,,BR,Brazil,
55224,SBIP,Usiminas/paraiso - NE of Ipatinga,-19.4707,-42.4876,784,Ipatinga,,Brazil/East,,,BR,Brazil,
55226,SBLB,Plataforma P-25 Airport - SE of Campos,-22.1094,-39.9169,33,Plataforma P-25 Airport,,Brazil/East,,,BR,Brazil,
55266,SBLE,Lencois Chapada Airport - NE of Lencois,-12.4833,-41.273,1676,Chapada Diamantina,,Brazil/East,,,BR,Brazil,
55279,SKAS,Puerto Asis/Tres De Mayo Airport  - SE of Puerto Asis,0.5051,-76.5009,815,Puerto Asis,,America/Lima,,,CO,Colombia,
55029,MM23,Rancho Santa Ynes Airport - Baja - NW of Santa Ynes,29.7259,-114.699,1843,Rancho Santa Ynes,,US/Pacific,,,MX,Mexico,
55030,MM29,Ta Lo De Soto Airport - Se of Cuajinicuilapa,16.4634,-98.3929,490,Ta Lo De Soto,,Mexico/General,,,MX,Mexico,
55063,TEMP,Willis-Knighton Medical Center Temp Groundlevel Heliport,32.4862,-93.7779,253,Shreveport,71103,US/Central,LA,Louisiana,US,United States of America,
55950,SKFL,Florencia/Gustavo A ParedesAirport - SE of Florencia,1.5891,-75.5644,803,Florencia,,America/Lima,,,CO,Colombia,
55951,SKGI,Thessaloniki Airport - SE of Thessaloniki,40.5197,22.9708,0,Thessaloniki,,Europe/Istanbul,,,GR,Greece,
56109,SKCO,La Florida Airport,1.8144,-78.7491,8,Tumaco,,America/Lima,,,CO,Colombia,
56123,CWIY, St Leonard Airport,47.1578,-67.8319,804,St. Leonard,,Canada/Atlantic,,,CA,Canada,
56124,CWHP,Heath Point Airport,49.0666,-61.7,13,Heath Point,,Etc/GMT+3,,,CA,Canada,
56125,WAJJ,Sentani Airport - SW of Jayapura,-2.5769,140.5161,289,Jayapura,,Australia/Tasmania,,,ID,Indonesia,
56207,REFG,Reggio Calabria Airport,38.0719,15.6536,96,Reggio di Calabria,,Europe/Sarajevo,,,IT,Italy,
56304,VLSK,Valencia Airport - NW of Valencia,39.4894,-0.4816,0,Valencia,,Europe/Belgrade,,,ES,Spain,
56363,SEGS,Seymore Airport - NE of Bellavista,-0.4538,-90.2658,207,Santa Cruz Galapagos Islands,,US/Central,,,EC,Equador,
56742,SVCN,Canaima Airport - NW of Cano Negro,6.2319,-62.8541,1449,Canaima,,Brazil/East,,,VE,Venezuela,
57035,MM30,Campo Gobierno Airport - SE of Campo Vital,24.6585,-107.5523,43,Campo Gobierno ,,US/Pacific,,,MX,Mexico,
57094,ZUGY,Guilin Intl Airport,26.5385,106.801,3524,Guiyang,,Asia/Hong_Kong,,,CN,China,
57178,W031,Corvo Airport,39.6715,-31.1136,0,Azores,,Europe/Dublin,,,PT,Portugal,
57180,LTBD,Aydin Airport,37.85,27.85,184,Aydin,,Europe/Istanbul,,,TR,Turkey,
57274,NCAI,Cook Islands - Aitutaki Amuri Fld AAF,-18.8309,-159.7642,16,Arutunga,,US/Aleutian,,,NZ,New Zealand,
57348,LICB,Comiso Airport - NE of Comiso,36.9916,14.6069,620,Comiso,,Europe/Belgrade,,,IT,Italy,
57525,TRPG,Geralds|Gerald's John A. Osborne Airport - NE of Plymouth,16.7914,-62.1933,551,Montserrat,,Canada/Atlantic,,,GB,United Kingdom,
57595,TRPG,Geralds|Gerald's John A. Osborne Airport - NE of Plymouth,16.7914,-62.1933,551,Montserrat,,Canada/Atlantic,,,GB,United Kingdom,
57619,SEQM,Mariscal Sucre International Airport - NE of Quinto,-0.1242,-78.3544,7874,Quinto,,Europe/Dublin,,,EC,Equador,
57606,CITY,London City Airport - SE of London,51.5052,0.0552,19,London,,Europe/Dublin,,,GB,United Kingdom,
57723,LTAL,Kastamonu Airport - SE of Kastamonu,41.3169,33.7961,3520,Kastamonu,,Atlantic/South_Georgia,,,TR,Turkey,
57763,SKMU,Alberto Leon Bentley Airport - SW of Mity,1.2536,-70.2338,680,Mitu,,US/Eastern,,,CO,Colombia,
58095,SKBS,José Celestino Mutis Airport - NW of Quibdo,6.2027,-77.3944,80,Bahia Solano,,US/Eastern,,,CO,Colombia,
58096,SKBU,Buennaventura (Gerado Tobar Lopez Airport - SE of Buenaventura,3.8197,-76.9897,48,Buenaventura,,US/Eastern,,,CO,Colombia,
58097,SKGP,Guapi Juan Casiano,2.5722,77.9077,164,Guapi,,US/Eastern,,,CO,Colombia,
58098,SKQU,Mariquita Airport,5.2019,74.8841,1531,Mariquita,,US/Eastern,,,CO,Colombia,
58099,SKSJ,Jorge Enrique González Torres Airport,2.5797,-72.6391,604, San José del Guaviare,,US/Eastern,,,CO,Colombia,
58182,PPDD,Pandie Pandie Airport - SE of Alice Springs,-26.1166,139.3999,0,Pandie Pandie,,Australia/Adelaide,,,AU,Australia,
58230,ZYYJ,SW of Yanji,42.8828,129.4512,624,Yanji,,Asia/Hong_Kong,,,CN,China,
58231,MUSA,Abu Musa Airport - NW of Dubai,25.8755,55.0327,23,Abu Mesa Island,,Asia/Dubai,,,IR,Iran,
58302,MPVR,El Povenir Airport,9.5634,-79.004,17,El Porvenir,,America/Lima,,,PA,Panama,
58349,NCPY,Tongareva Airport - Penrhyn Island - Cook Islands,-9.0061,-158.0364,7,Penrhyn,,US/Aleutian,,,NZ,New Zealand,
58440,MPOA,Puerto Obaldia Airport,3.6663,77.4163,3,Puerto Obaldia,,US/East-Indiana,,,PA,Panama,
58445,ARLY,Arly Airport,11.5963,1.4805,761,Burkina Faso,,Europe/Dublin,,,ZA,South Africa,
58477,ZLYA,Yan'an Ershilipu Airport - NE of Yan'an,36.6369,9.5538,3100,Yan'an,,Asia/Hong_Kong,,,CN,China,
58712,VOCB,Coimbatore International Airport,11.0266,77.0416,1311,Coimbatore,,Asia/Kolkata,,,IN,India,
58862,SBBS,ST. Helena Akrport - Brasillia,-15.8627,-47.9127,-1265,Brasillia,,Brazil/East,,,BR,Brazil,
58936,MMXX,Benito Juárez International Airport,19.4363,-99.072,7316,Mexico City,,US/Pacific,,,MX,Mexico,
58939,YBCV,Charleville Airport,-26.4139,146.2558,994,Charleville,,Pacific/Guam,,,AU,Australia,
58940,YBMK,Mackay Airport - SE of Mackey,-21.1172,149.2169,98,Mackey,,Australia/Tasmania,,,AU,Australia,
58942,YBPN,Whitsunday Coast Airport - SW of Proserpine,-20.4925,148.555,66,Proserpine,,Pacific/Guam,,,AU,Australia,
58943,YMAY,Albury Airport - NE of Albury,-36.0686,146.9633,541,Albury,,Australia/Canberra,,,AU,Australia,
58945,YBWP,Weipa Airport - SE of Weipa,-12.6167,142.0869,128,Weipa,,Australia/Canberra,,,AU,Australia,
59127,VEIM,Imphal International Airport,24.76,93.8966,2540,Imphal,,Asia/Kolkata,,,IN,India,
59129,VEGT,Lokpriya Gopinath Bordoloi International Airport - SW of Guwahati,26.1061,91.5858,162,Guwahati,,Asia/Kolkata,,,IN,India,
59023,KN03,Cortland County Airport-Chase Field,42.5926,-76.2148,1198,Cortland,13045,US/Eastern,NY,New York,US,United States of America,
59451,SVLC,El Lucero de Apure Airport,6.9833,-68.0667,262,Apure,,America/Lima,,,VE,Venezuela,
8687,PAKV,Kaltag Airport,64.33,-158.71,52,Kaltag,99704,US/Alaska,AK,Alaska,US,United States of America,
8688,PAGL,Golovin Airport,64.55,-163.05,8,Golovin,99704,US/Alaska,AK,Alaska,US,United States of America,
9576,PAFK,Tin Creek Airport,62.54,-153.62,321,Tin Creek,99611,US/Alaska,AK,Alaska,US,United States of America,
10304,PAVL,Kivalina Airport,67.74,-164.53,3,Kivalina,99704,US/Alaska,AK,Alaska,US,United States of America,
5426,PAGA,Edward G. Pikta Sr. Airport,64.73,-156.93,151,Galena,99704,US/Alaska,AK,Alaska,US,United States of America,
5428,PAGK,Gulkana Airport,62.15,-145.45,1575,Gulkana,99737,US/Alaska,AK,Alaska,US,United States of America,
5429,PAGM,Gambell Airport,63.77,-171.73,26,Gambell,99704,US/Alaska,AK,Alaska,US,United States of America,
5430,PAGN,Angoon Seaplane Base,57.5,-134.58,36,Angoon,99801,US/Alaska,AK,Alaska,US,United States of America,
5431,PAGS,Gustavus Airport,58.42,-135.73,30,Gustavus,99801,US/Alaska,AK,Alaska,US,United States of America,
5433,PAGY,Skagway Airport,59.47,-135.3,23,Skagway,99801,US/Alaska,AK,Alaska,US,United States of America,
5436,PAHN,Haines Airport,59.25,-135.52,13,Haines,99801,US/Alaska,AK,Alaska,US,United States of America,
5437,PAHO,Homer Airport,59.65,-151.48,72,Homer,99603,US/Alaska,AK,Alaska,US,United States of America,
5438,PAHP,Hooper Bay,61.53,-166.15,16,Hooper Bay,99611,US/Alaska,AK,Alaska,US,United States of America,
5442,PAHY,Klawock Lake,55.2,-131.17,0,Klawock,99901,US/Alaska,AK,Alaska,US,United States of America,
5444,PAII,Becharof Lake,58.42,-156.63,390,Egegik,99615,US/Alaska,AK,Alaska,US,United States of America,
5446,PAIL,Iliamna Airport,59.75,-154.92,171,Iliamna,99556,US/Alaska,AK,Alaska,US,United States of America,
5448,PAIN,Lake Minchumina,63.73,-148.92,1719,Kantishna,99704,US/Alaska,AK,Alaska,US,United States of America,
5451,PAJC,Chignik Bay,56.32,-158.36,13,Chignik,99615,US/Alaska,AK,Alaska,US,United States of America,
5452,PAJN,Juneau International Airport,58.37,-134.58,16,Juneau,99801,US/Alaska,AK,Alaska,US,United States of America,
5456,PAKK,Akhiok Airport,56.94,-154.18,141,Akhiok,99615,US/Alaska,AK,Alaska,US,United States of America,
5457,PAKN,King Salmon Airport,58.68,-156.65,33,King Salmon,99615,US/Alaska,AK,Alaska,US,United States of America,
5459,PAKP,Anaktuvuk Pass Weather,68.13,-151.73,2110,Anaktuvuk Pass,99704,US/Alaska,AK,Alaska,US,United States of America,
5460,PAKT,Ketchikan International Airport,55.19,-131.36,82,Ketchikan,99901,US/Alaska,AK,Alaska,US,United States of America,
5461,PAKU,Kuparuk Airport,70.32,-148.42,66,Kuparuk,99701,US/Alaska,AK,Alaska,US,United States of America,
5462,PAKW,Klawock Lake,55.58,-133.08,59,Klawock,99901,US/Alaska,AK,Alaska,US,United States of America,
5463,PALH,Tatitlek Airport,61.18,-148.03,72,Tatitlek,99645,US/Alaska,AK,Alaska,US,United States of America,
5464,PALJ,Port Alsworth Airport,60.2,-154.3,266,Port Alsworth,99639,US/Alaska,AK,Alaska,US,United States of America,
5469,PAMC,McGrath Airport,62.97,-155.62,338,McGrath,99611,US/Alaska,AK,Alaska,US,United States of America,
5470,PAMD,Middleton Island Airport,59.43,-146.33,46,Middleton Island,99664,US/Alaska,AK,Alaska,US,United States of America,
5472,PAMH,Minchumina Airport,63.9,-152.27,702,Minchumina,99704,US/Alaska,AK,Alaska,US,United States of America,
5473,PAML,Manley Hot Springs Airport,65,-150.65,269,Manley Hot Springs,99704,US/Alaska,AK,Alaska,US,United States of America,
5474,PAMM,Skaters Lake,55.08,-131.35,3,Metlakatla,99901,US/Alaska,AK,Alaska,US,United States of America,
5475,PAMR,Merrill Field,61.2169,-149.855,138,Anchorage,99501,US/Alaska,AK,Alaska,US,United States of America,
5476,PAMX,McCarthy Number 2 Airport,61.43,-142.93,1493,McCarthy,99737,US/Alaska,AK,Alaska,US,United States of America,
5477,PAMY,Shoal Bay,60.39,-166.188,49,Mekoryuk,99639,US/Alaska,AK,Alaska,US,United States of America,
5478,PANC,Anchorage International Airport,61.169,-150.0278,144,Anchorage,99530,US/Alaska,AK,Alaska,US,United States of America,
5479,PANI,Aniak Airport,61.58,-159.53,85,Aniak,99611,US/Alaska,AK,Alaska,US,United States of America,
5480,PANN,Nenana Municipal Airport,64.55,-149.08,361,Nenana,99704,US/Alaska,AK,Alaska,US,United States of America,
5484,PANT,Annette Island,55.03,-131.57,112,Annette,99901,US/Alaska,AK,Alaska,US,United States of America,
5485,PANV,Aniak Airport,62.65,-159.82,325,Aniak,99611,US/Alaska,AK,Alaska,US,United States of America,
5486,PAOH,Klawock Lake,58.12,-135.45,0,Klawock,99801,US/Alaska,AK,Alaska,US,United States of America,
5487,PAOM,Nome Airport,64.52,-165.45,36,Nome,99704,US/Alaska,AK,Alaska,US,United States of America,
5488,PAOR,Northway Airport,62.97,-141.93,1716,Northway,99737,US/Alaska,AK,Alaska,US,United States of America,
5489,PAOT,Ralph Wien Memorial Airport,66.88,-162.6,16,Kotzebue,99704,US/Alaska,AK,Alaska,US,United States of America,
5490,PAPB,St George Island School,56.58,-169.64,125,St George Island,99615,US/Aleutian,AK,Alaska,US,United States of America,
