US,17,169,Schuyler County
US,17,171,Scott County
US,17,173,Shelby County
US,17,175,Stark County
US,17,177,Stephenson County
US,17,179,Tazewell County
US,17,181,Union County
US,17,183,Vermilion County
US,17,185,Wabash County
US,17,187,Warren County
US,17,189,Washington County
US,17,191,Wayne County
US,17,193,White County
US,17,195,Whiteside County
US,17,197,Will County
US,17,199,Williamson County
US,17,201,Winnebago County
US,17,203,Woodford County
US,18,001,Adams County
US,18,003,Allen County
US,18,005,Bartholomew County
US,18,007,Benton County
US,18,009,Blackford County
US,18,011,Boone County
US,18,013,Brown County
US,18,015,Carroll County
US,18,017,Cass County
US,18,019,Clark County
US,18,021,Clay County
US,18,023,Clinton County
US,18,025,Crawford County
US,18,027,Daviess County
US,18,029,Dearborn County
US,18,031,Decatur County
US,18,033,Dekalb County
US,18,035,Delaware County
US,18,037,Dubois County
US,18,039,Elkhart County
US,18,041,Fayette County
US,18,043,Floyd County
US,18,045,Fountain County
US,18,047,Franklin County
US,18,049,Fulton County
US,18,051,Gibson County
US,18,053,Grant County
US,18,055,Greene County
US,18,057,Hamilton County
US,18,059,Hancock County
US,18,061,Harrison County
US,18,063,Hendricks County
US,18,065,Henry County
US,18,067,Howard County
US,18,069,Huntington County
US,18,071,Jackson County
US,18,073,Jasper County
US,18,075,Jay County
US,18,077,Jefferson County
US,18,079,Jennings County
US,18,081,Johnson County
US,18,083,Knox County
US,18,085,Kosciusko County
US,18,087,Lagrange County
US,18,089,Lake County
US,18,091,Laporte County
US,18,093,Lawrence County
US,18,095,Madison County
US,18,097,Marion County
US,18,099,Marshall County
US,18,101,Martin County
US,18,103,Miami County
US,18,105,Monroe County
US,18,107,Montgomery County
US,18,109,Morgan County
US,18,111,Newton County
US,18,113,Noble County
US,18,115,Ohio County
US,18,117,Orange County
US,18,119,Owen County
US,18,121,Parke County
US,18,123,Perry County
US,18,125,Pike County
US,18,127,Porter County
US,18,129,Posey County
US,18,131,Pulaski County
US,18,133,Putnam County
US,18,135,Randolph County
US,18,137,Ripley County
US,18,139,Rush County
US,18,141,St. Joseph County
US,18,143,Scott County
US,18,145,Shelby County
US,18,147,Spencer County
US,18,149,Starke County
US,18,151,Steuben County
US,18,153,Sullivan County
US,18,155,Switzerland County
US,18,157,Tippecanoe County
US,18,159,Tipton County
US,18,161,Union County
US,18,163,Vanderburgh County
US,18,165,Vermillion County
US,18,167,Vigo County
US,18,169,Wabash County
US,18,171,Warren County
US,18,173,Warrick County
US,18,175,Washington County
US,18,177,Wayne County
US,18,179,Wells County
US,18,181,White County
US,18,183,Whitley County
US,19,001,Adair County
US,19,003,Adams County
US,19,005,Allamakee County
US,19,007,Appanoose County
US,19,009,Audubon County
US,19,011,Benton County
US,19,013,Black Hawk County
US,19,015,Boone County
US,19,017,Bremer County
US,19,019,Buchanan County
US,19,021,Buena Vista County
US,19,023,Butler County
US,19,025,Calhoun County
US,19,027,Carroll County
US,19,029,Cass County
US,19,031,Cedar County
US,19,033,Cerro Gordo County
US,19,035,Cherokee County
US,19,037,Chickasaw County
US,19,039,Clarke County
US,19,041,Clay County
US,19,043,Clayton County
US,19,045,Clinton County
US,19,047,Crawford County
US,19,049,Dallas County
US,19,051,Davis County
US,19,053,Decatur County
US,19,055,Delaware County
US,19,057,Des Moines County
US,19,059,Dickinson County
US,19,061,Dubuque County
US,19,063,Emmet County
US,19,065,Fayette County
US,19,067,Floyd County
US,19,069,Franklin County
US,19,071,Fremont County
US,19,073,Greene County
US,19,075,Grundy County
US,19,077,Guthrie County
US,19,079,Hamilton County
US,19,081,Hancock County
US,19,083,Hardin County
US,19,085,Harrison County
US,19,087,Henry County
US,19,089,Howard County
US,19,091,Humboldt County
US,19,093,Ida County
US,19,095,Iowa County
US,19,097,Jackson County
US,19,099,Jasper County
US,19,101,Jefferson County
US,19,103,Johnson County
US,19,105,Jones County
US,19,107,Keokuk County
US,19,109,Kossuth County
US,19,111,Lee County
US,19,113,Linn County
US,19,115,Louisa County
US,19,117,Lucas County
US,19,119,Lyon County
US,19,121,Madison County
US,19,123,Mahaska County
US,19,125,Marion County
US,19,127,Marshall County
US,19,129,Mills County
US,19,131,Mitchell County
US,19,133,Monona County
US,19,135,Monroe County
US,19,137,Montgomery County
US,19,139,Muscatine County
US,19,141,O'Brien County
US,19,143,Osceola County
US,19,145,Page County
US,19,147,Palo Alto County
US,19,149,Plymouth County
US,19,151,Pocahontas County
US,19,153,Polk County
US,19,155,Pottawattamie County
US,19,157,Poweshiek County
US,19,159,Ringgold County
US,19,161,Sac County
US,19,163,Scott County
US,19,165,Shelby County
US,19,167,Sioux County
US,19,169,Story County
US,19,171,Tama County
US,19,173,Taylor County
US,19,175,Union County
US,19,177,Van Buren County
US,19,179,Wapello County
US,19,181,Warren County
US,19,183,Washington County
US,19,185,Wayne County
US,19,187,Webster County
US,19,189,Winnebago County
US,19,191,Winneshiek County
US,19,193,Woodbury County
US,19,195,Worth County
US,19,197,Wright County
US,20,001,Allen County
US,20,003,Anderson County
US,20,005,Atchison County
US,20,007,Barber County
US,20,009,Barton County
US,20,011,Bourbon County
US,20,013,Brown County
US,20,015,Butler County
US,20,017,Chase County
US,20,019,Chautauqua County
US,20,021,Cherokee County
US,20,023,Cheyenne County
US,20,025,Clark County
US,20,027,Clay County
US,20,029,Cloud County
US,20,031,Coffey County
US,20,033,Comanche County
US,20,035,Cowley County
US,20,037,Crawford County
US,20,039,Decatur County
US,20,041,Dickinson County
US,20,043,Doniphan County
US,20,045,Douglas County
US,20,047,Edwards County
US,20,049,Elk County
US,20,051,Ellis County
US,20,053,Ellsworth County
US,20,055,Finney County
US,20,057,Ford County
US,20,059,Franklin County
US,20,061,Geary County
US,20,063,Gove County
US,20,065,Graham County
US,20,067,Grant County
US,20,069,Gray County
US,20,071,Greeley County
US,20,073,Greenwood County
US,20,075,Hamilton County
US,20,077,Harper County
US,20,079,Harvey County
US,20,081,Haskell County
US,20,083,Hodgeman County
US,20,085,Jackson County
US,20,087,Jefferson County
US,20,089,Jewell County
US,20,091,Johnson County
US,20,093,Kearny County
US,20,095,Kingman County
US,20,097,Kiowa County
US,20,099,Labette County
US,20,101,Lane County
